2019,3,1,0,422.47,1.105,1974,2.338,133.73,4.117
2019,3,1,1,422.25,0.914,1973.5,2.825,132.11,9.176
2019,3,1,2,424.72,1.441,1979.6,3.865,129.93,3.037
2019,3,1,3,423.58,1.603,1996,5.439,130.79,7.918
2019,3,1,4,426.12,1.584,1998.4,3.299,134.37,5.437
2019,3,1,5,423.62,0.527,1988.6,6.708,138.4,15.893
2019,3,1,6,425.7,1.406,1985.3,2.32,146.03,8.259
2019,3,1,7,426.56,1.462,1993,28.414,157.22,8.519
2019,3,1,8,425.98,3.915,2076.4,98.394,151.48,9.763
2019,3,1,9,431.75,7.44,2271.3,183.06,163.94,16.115
2019,3,1,10,427.02,7.555,2191.5,178.82,160.51,18.006
2019,3,1,11,424.09,3.953,2111,114.23,156.45,13.327
2019,3,1,12,422.14,1.887,2061.7,56.404,165.16,12.098
2019,3,1,13,424.22,2.96,2047,58.87,177.4,16.218
2019,3,1,14,424.78,2.342,2049.9,55.051,176.53,9.572
2019,3,1,15,425.06,2.217,2032,44.018,178.45,22.153
2019,3,1,16,428.3,2.56,2033.1,45.878,193.74,32.574
2019,3,1,17,427.86,2.892,2036.8,61.885,206.54,23.755
2019,3,1,18,429.06,2.359,2011.5,1.823,218.69,14.909
2019,3,1,19,434.06,2.107,2016.5,3.939,244.44,12.115
2019,3,1,20,436.92,4.557,2048.6,31.172,266,23.346
2019,3,1,21,434.86,2.149,2025.8,14.179,243.44,23.125
2019,3,1,22,431.12,1.833,2005.2,3.162,216.55,9.288
2019,3,1,23,434.31,2.88,2031.4,18.136,222.82,17.183
2019,3,2,0,439.99,3.157,2069.5,15.371,234.68,18.7
2019,3,2,1,431.73,1.96,2019.7,8.034,167.53,9.016
2019,3,2,2,428.19,3.123,2016.8,18.243,155.78,6.42
2019,3,2,3,426.13,0.939,2015.3,5.052,154.23,3.114
2019,3,2,4,426.96,0.571,2007.4,5.431,157.9,5.787
2019,3,2,5,429.43,1.485,2013.4,7.118,169.81,12.782
2019,3,2,6,430.98,0.945,2013.2,4.553,171.63,10.795
2019,3,2,7,433.8,1.314,2029.3,5.38,184.82,15.189
2019,3,2,8,435.68,2.544,2019.8,14.873,195.77,21.176
2019,3,2,9,433.13,1.06,2007.9,3.871,194.51,12.996
2019,3,2,10,429.14,2.861,2001.1,4.32,182.38,15.145
2019,3,2,11,420.51,1.716,1969.7,5.925,148.42,10.671
2019,3,2,12,417.65,1.757,1968.3,30.95,140.07,5.989
2019,3,2,13,418.76,1.937,1956.5,3.925,145.27,17.548
2019,3,2,14,418.59,1.179,1958.3,2.138,147.86,13.313
2019,3,2,15,418.03,0.954,1960.7,2.719,149.95,11.832
2019,3,2,16,419.44,1.035,1966.2,0.922,158.51,9.515
2019,3,2,17,422.77,2.154,1977.3,7.04,183.45,25.568
2019,3,2,18,430.19,3.626,2002.1,13.091,215.62,15.912
2019,3,2,19,434.06,1.295,2038.1,8.875,243.64,9.469
2019,3,2,20,426.72,3.841,2005.9,8.129,206.14,19.312
2019,3,2,21,423.27,2.148,1992.3,7.995,180.24,17.736
2019,3,2,22,421.91,1.886,1984.1,3.848,159.21,6.193
2019,3,2,23,423.19,0.705,1982.3,1.583,153.5,4.019
2019,3,3,0,425.13,1.151,1998.1,6.497,151.83,3.637
2019,3,3,1,425.31,1.338,1991.7,5.988,148.21,3.665
2019,3,3,2,427.55,0.818,1992.3,8.014,150.34,2.642
2019,3,3,3,424.94,0.779,1997.7,5.039,146.13,3.214
2019,3,3,4,426.66,1.008,1983.7,5.081,141.83,3.325
2019,3,3,5,424.14,0.655,1974.5,1.641,138.5,3.981
2019,3,3,6,427.3,1.194,1975,1.945,140.72,3.778
2019,3,3,7,426.83,0.975,1978.8,4.952,145.42,5.359
2019,3,3,8,424.98,0.347,1978.5,5.134,145.66,4.354
2019,3,3,9,424.2,0.471,1977.9,3.376,151.9,8.712
2019,3,3,10,424.25,0.72,1975.6,5.22,154.61,6.423
